HaploidChromosomeNum = 8
RandomSeed = 0.2
Pop1AvgAlleleFreq = 0.8
Pop1AvgAlleleFreqStdev = 0.1
Pop2AvgAlleleFreq = 0.8
Pop2AvgAlleleFreqStdev = 0.1
:chr1	len = 41381587	centromere = 41381587

Num	Position Percentage	Position Abs.	Freq. Pop 1	Freq. Pop 2
2969	0.600491	31830972	0.762793	0.208661
2970	0.600592	31836348	0.722672	0.130751
2971	0.600662	31840065	0.894172	0.433623
2972	0.600706	31842356	0.578728	0.209458
2973	0.600756	31845042	0.677477	0.134901
2974	0.600825	31848667	0.869474	0.18403
2975	0.600871	31851107	0.798598	0.298338
2976	0.600973	31856551	0.849453	0.312469
2977	0.601028	31859454	0.773898	0.253324
2978	0.601035	31859821	0.801305	0.18133
2979	0.601089	31862692	0.84623	0.158128
2980	0.601124	31864521	0.921781	0.207831
2981	0.601221	31869655	0.939234	0.272098
2982	0.601374	31877806	0.892615	0.386453
2983	0.601849	31902948	0.827816	0.169817
2984	0.601919	31906650	0.838581	0.16351
2985	0.602886	31957948	0.909739	0.100919
2986	0.603306	31980180	0.712796	0.459546
2987	0.603394	31984884	0.741362	0.26717
2988	0.603517	31991389	0.755857	0.338461
2989	0.603624	31997045	0.811842	0.18993
2990	0.603645	31998145	0.811516	0.337433
2991	0.603693	32000694	0.906137	0.177531
2992	0.603742	32003294	0.858747	0.196067
2993	0.603806	32006700	0.876694	0.120168
2994	0.603945	32014051	0.805941	0.189506
2995	0.604082	32021315	0.796073	0.0780306
2996	0.604173	32026132	0.641424	0.191842
2997	0.604298	32032764	0.613049	0.14617
2998	0.604606	32049110	0.719508	0.171118
2999	0.60492	32065755	0.721812	0.246958
3000	0.605021	32071082	0.623235	0.264365
3001	0.605088	32074649	0.819522	0.287248
3002	0.605217	32081507	0.703072	0.18589
3003	0.605264	32083987	0.926173	0.484886
3004	0.605325	32087249	0.853347	0.304045
3005	0.605393	32090844	0.776245	0.106052
3006	0.605421	32092287	0.782745	0.167354
3007	0.605476	32095235	0.814186	0.169151
3008	0.605499	32096455	0.66279	0.194658
3009	0.605661	32105016	0.738171	0.253928
3010	0.605702	32107205	0.716737	0.236643
3011	0.605841	32114568	0.712781	0.117905
3012	0.606076	32127014	0.873233	0.263215
3013	0.606204	32133808	0.890997	0.243821
3014	0.606285	32138104	0.643784	0.281985
3015	0.606447	32146699	0.804188	0.42822
3016	0.606516	32150337	0.673939	0.26783
3017	0.60668	32159058	0.785644	0.162991
3018	0.606893	32170331	0.965122	0.294588
3019	0.606954	32173579	0.737016	0.166924
3020	0.607113	32181978	0.757861	0.282212
3021	0.607147	32183807	0.85403	0.357347
3022	0.607194	32186286	0.671812	0.218986
3023	0.60734	32194030	0.756612	0.294361
3024	0.607374	32195836	0.833797	0.376832
3025	0.607416	32198051	0.711436	0.396052
3026	0.60754	32204656	0.813833	0.00462552
3027	0.607589	32207218	0.737913	0.0683194
3028	0.607616	32208656	0.652213	0
3029	0.607753	32215914	0.923333	0.00721928
3030	0.607796	32218216	0.849953	0.239673
3031	0.607846	32220854	0.810478	0.250601
3032	0.608012	32229661	0.80591	0.207421
3033	0.608076	32233031	0.712785	0.288036
3034	0.608134	32236127	0.762345	0.136087
3035	0.608209	32240091	0.792788	0.180131
3036	0.608231	32241259	0.818449	0.244447
3037	0.608289	32244329	0.774451	0.375155
3038	0.608489	32254945	0.849312	0.216757
3039	0.608546	32257982	0.63876	0.299673
3040	0.608575	32259509	0.803386	0.282268
3041	0.608659	32263936	0.924776	0.402719
3042	0.608878	32275581	0.860214	0.418074
3043	0.60898	32280955	0.874007	0.289668
3044	0.609082	32286393	0.755103	0.244049
3045	0.60917	32291038	0.829402	0.0792473
3046	0.609198	32292545	0.71778	0.286445
3047	0.609245	32295020	0.751786	0.304591
3048	0.609283	32297015	0.965589	0.298504
3049	0.609321	32299041	0.848848	0.0802718
3050	0.609385	32302447	0.552514	0.107538
3051	0.609549	32311122	0.705433	0.0709136
3052	0.609645	32316222	0.939795	0.058683
3053	0.609801	32324478	0.784304	0.0884354
3054	0.609885	32328921	0.682953	0.320279
3055	0.609902	32329827	0.871243	0.346296
3056	0.609903	32329902	0.992304	0.155499
3057	0.609999	32334993	0.78512	0.229417
3058	0.610036	32336946	0.783494	0.227468
3059	0.610073	32338926	0.778916	0.183141
3060	0.610205	32345904	0.762771	0.176725
3061	0.61028	32349891	0.792772	0.15339
3062	0.610332	32352647	0.960611	0.179341
3063	0.610377	32355031	1	0.311104
3064	0.610499	32361484	0.881726	0.125974
3065	0.610782	32376509	0.748556	0.286468
3066	0.61089	32382206	0.713024	0.157088
3067	0.61098	32386984	0.840249	0.26122
3068	0.611057	32391066	0.872557	0.268622
3069	0.611148	32395898	1	0.222943
3070	0.611211	32399219	0.831252	0.0967292
3071	0.611334	32405772	0.724859	0.360651
3072	0.611396	32409046	0.719181	0.132051
3073	0.611469	32412893	0.703869	0.266337
3074	0.611653	32422663	0.867946	0.191739
3075	0.611886	32434988	0.785668	0.313764
3076	0.611901	32435800	0.72941	0.237776
3077	0.611957	32438791	0.711451	0.271789
3078	0.611996	32440816	0.663589	0.242493
3079	0.612076	32445071	0.781613	0.306164
3080	0.612248	32454211	0.823642	0.142823
3081	0.612426	32463638	0.679145	0.2169
3082	0.612483	32466642	0.885466	0.210868
3083	0.612609	32473328	0.66506	0.0355432
3084	0.612681	32477128	0.852192	0.240278
3085	0.612748	32480691	1	0
3086	0.612856	32486410	0.852663	0.0492909
3087	0.612931	32490412	0.620032	0.273716
3088	0.613011	32494634	0.801465	0.122436
3089	0.613086	32498608	0.864175	0.286322
3090	0.613122	32500531	0.964331	0.175342
3091	0.613161	32502583	0.819595	0.208381
3092	0.613234	32506471	0.880225	0.0361945
3093	0.613648	32528413	0.678818	0.167474
3094	0.613866	32539965	0.666126	0.198798
3095	0.613969	32545421	0.967015	0.0216316
3096	0.613969	32545422	0.846886	0.207074
3097	0.614049	32549670	0.876427	0.273867
3098	0.614147	32554858	0.744684	0.420096
3099	0.614194	32557345	0.827721	0.15221
3100	0.614248	32560218	0.903604	0.187227
3101	0.614293	32562626	0.76966	0.114867
3102	0.614342	32565205	0.908078	0.0624434
3103	0.614419	32569278	0.662683	0.282705
3104	0.61446	32571458	0.851488	0.0447699
3105	0.614498	32573478	0.678273	0.0757479
3106	0.614546	32575989	0.856695	0.284874
3107	0.614571	32577327	0.932208	0.234063
3108	0.614879	32593646	0.761343	0.353191
3109	0.615033	32601839	0.97118	0.192965
3110	0.615131	32607033	0.966491	0.102333
3111	0.615195	32610421	0.666433	0.170306
3112	0.615477	32625376	0.943715	0.206009
3113	0.615528	32628063	0.940645	0.141074
3114	0.615581	32630878	0.660148	0.229487
3115	0.61572	32638245	0.842779	0.21978
3116	0.61578	32641410	0.847803	0.275388
3117	0.615847	32644979	0.741885	0.25264
3118	0.615905	32648039	1	0.120217
3119	0.615944	32650113	0.745715	0.32444
3120	0.616314	32669752	0.877514	0.238575
3121	0.616382	32673313	0.850196	0.191247
3122	0.616516	32680431	1	0.339367
3123	0.616652	32687632	0.798324	0.234137
3124	0.616882	32699851	0.755925	0
3125	0.61691	32701304	0.832907	0.0208306
3126	0.617107	32711749	0.633234	0.192689
3127	0.617162	32714665	0.830725	0.154022
3128	0.617238	32718730	0.703734	0.0161162
3129	0.617278	32720816	0.831168	0.234357
3130	0.617356	32724974	0.762812	0.14589
3131	0.617426	32728655	0.920354	0.294228
3132	0.617489	32732025	0.725708	0.0974024
3133	0.617595	32737646	0.794773	0.151988
3134	0.617662	32741210	0.785392	0
3135	0.617727	32744612	0.823224	0.234709
3136	0.618136	32766289	0.834192	0.196705
3137	0.618599	32790849	0.635749	0.297722
3138	0.618708	32796638	0.694046	0.207993
3139	0.618765	32799627	0.673963	0.121587
3140	0.618803	32801674	1	0.0765538
3141	0.618838	32803529	0.836533	0.346893
3142	0.618885	32806009	0.782379	0.137498
3143	0.61896	32809990	0.869961	0.274002
3144	0.619036	32814021	0.890725	0.191293
3145	0.619075	32816087	0.79518	0
3146	0.619186	32821992	0.783963	0.125118
3147	0.619364	32831380	0.734636	0.2112
3148	0.619448	32835877	0.696204	0.153305
3149	0.619583	32843013	0.857234	0.222261
3150	0.619626	32845304	0.736586	0.31699
3151	0.619703	32849351	0.909258	0.185986
3152	0.619759	32852330	0.963646	0.235736
3153	0.619921	32860912	0.767414	0.162684
3154	0.619975	32863809	0.921808	0.416983
3155	0.620023	32866346	0.63744	0.137234
3156	0.620064	32868527	0.85794	0.274386
3157	0.620182	32874787	0.732835	0.215272
3158	0.620293	32880674	0.641951	0.315915
3159	0.620333	32882789	0.773666	0.0829089
3160	0.620445	32888693	0.729024	0.18548
3161	0.620489	32891061	0.733467	0.279076
3162	0.620515	32892396	0.732846	0.272424
3163	0.620515	32892408	0.88115	0.169241
3164	0.620612	32897565	0.794343	0.167686
3165	0.620628	32898397	0.909805	0.0409623
3166	0.620756	32905183	0.929143	0.106376
3167	0.620786	32906803	0.76366	0.220501
3168	0.621053	32920945	0.80007	0.254455
3169	0.621162	32926716	0.723146	0.203154
3170	0.621232	32930406	0.701424	0.337173
3171	0.621314	32934769	0.775818	0.256035
3172	0.621369	32937711	0.835609	0.226179
3173	0.621387	32938638	0.72686	0.201712
3174	0.621575	32948588	0.818652	0.102747
3175	0.621666	32953445	0.913723	0.145409
3176	0.621851	32963247	0.893287	0.0176462
3177	0.621884	32964979	0.703246	0.304405
3178	0.622054	32974020	0.753324	0.330533
3179	0.622184	32980871	0.711213	0.151776
3180	0.622245	32984142	0.818855	0.205638
3181	0.622311	32987645	0.926643	0.0960731
3182	0.62244	32994453	0.74356	0.155644
3183	0.622491	32997142	0.963431	0.173974
3184	0.622574	33001581	0.864963	0.187447
3185	0.622624	33004231	0.873306	0.269864
3186	0.622666	33006426	0.818777	0.350852
3187	0.622709	33008737	0.778313	0.0902188
3188	0.622754	33011123	0.825608	0.355839
3189	0.622809	33014003	0.747842	0.405797
3190	0.622929	33020376	0.705853	0.123608
3191	0.62299	33023630	0.810763	0.19383
3192	0.623035	33025976	0.9062	0.218164
3193	0.623235	33036574	0.786477	0.128682
3194	0.623353	33042860	0.971437	0.210685
3195	0.623377	33044108	0.762534	0.0999667
3196	0.623395	33045088	0.845769	0.160948
3197	0.623475	33049306	0.791985	0.200828
3198	0.623521	33051765	0.684624	0.218851
3199	0.623555	33053574	0.754291	0.175048
3200	0.623584	33055089	0.895826	0.309991
3201	0.623669	33059595	0.824493	0.230453
3202	0.623725	33062585	0.811035	0.359404
3203	0.624007	33077516	0.739504	0
3204	0.624053	33079955	0.692284	0.169021
3205	0.624117	33083378	0.79371	0.314988
3206	0.624148	33084979	1	0.162426
3207	0.62421	33088283	0.807389	0.126863
3208	0.624384	33097501	0.619597	0.123088
3209	0.624538	33105696	0.686693	0.225479
3210	0.624589	33108385	0.822022	0.213443
3211	0.624632	33110664	0.8167	0.252834
3212	0.62466	33112165	0.780273	0.392017
3213	0.624773	33118118	0.854779	0.229776
3214	0.624871	33123335	0.958398	0.226123
3215	0.624936	33126752	0.726248	0.212094
3216	0.625014	33130927	0.799912	0.0329362
3217	0.625336	33147950	0.640956	0.188175
3218	0.625382	33150421	0.802271	0.151046
3219	0.625434	33153189	0.787513	0.162687
3220	0.625501	33156710	0.979945	0.189964
3221	0.625604	33162190	0.767394	0.133739
3222	0.625657	33164997	0.883477	0.274101
3223	0.625698	33167153	0.800334	0.344248
3224	0.625805	33172818	0.755435	0.207825
3225	0.625883	33176984	0.838528	0.0647096
3226	0.625962	33181153	0.727945	0.107172
3227	0.626005	33183420	0.695237	0.12976
3228	0.626025	33184489	0.799302	0.0699038
3229	0.626107	33188814	0.641163	0.192523
3230	0.626172	33192304	0.906267	0.245233
3231	0.626198	33193656	0.775482	0.340896
3232	0.626213	33194441	0.917636	0.0946119
3233	0.626248	33196319	0.751323	0
3234	0.626289	33198467	0.835545	0.129747
3235	0.626342	33201301	0.852896	0.182516
3236	0.626395	33204104	0.764685	0.126057
3237	0.626628	33216440	0.561434	0.0336913
3238	0.626695	33220021	0.687219	0.195132
3239	0.626712	33220902	1	0.0965784
3240	0.626823	33226811	0.580371	0.0533664
3241	0.626903	33231059	0.955207	0.256034
3242	0.627001	33236248	0.920282	0.206044
3243	0.627051	33238869	0.801377	0.114607
3244	0.627213	33247459	0.838365	0.125918
3245	0.627274	33250726	0.82974	0.425567
3246	0.627276	33250821	0.818472	0.214295
3247	0.6274	33257376	0.857212	0.131246
3248	0.627716	33274116	0.92274	0.147486
3249	0.627754	33276132	0.713012	0.179416
3250	0.627843	33280864	0.849895	0.245631
3251	0.62802	33290233	0.832127	0.130688
3252	0.62807	33292877	0.817525	0.0622293
3253	0.628113	33295188	0.704237	0.127285
3254	0.628192	33299388	0.814347	0.34803
3255	0.628631	33322638	0.812278	0.156607
3256	0.628672	33324809	0.753023	0.247429
3257	0.628787	33330893	0.679582	0.425599
3258	0.628848	33334131	0.891736	0.245905
3259	0.628935	33338729	0.78578	0.0871868
3260	0.628987	33341499	0.732595	0.0879222
3261	0.629022	33343339	0.660438	0.283634
3262	0.62916	33350692	0.622027	0.241858
3263	0.62921	33353323	0.720322	0.305598
3264	0.629323	33359325	0.696642	0.204997
3265	0.629403	33363547	0.860512	0.212045
3266	0.629429	33364955	0.970985	0.196907
3267	0.629469	33367072	0.8335	0.34815
3268	0.629607	33374344	0.681718	0.216448
3269	0.62965	33376653	0.698359	0
3270	0.629707	33379684	0.860132	0.258611
3271	0.629784	33383774	0.813867	0.116243
3272	0.630069	33398866	0.711178	0.160176
3273	0.630115	33401306	0.652128	0.270842
3274	0.630193	33405424	0.796474	0.0767258
3275	0.630257	33408845	0.911429	0.277784
3276	0.630337	33413087	0.791167	0.234929
3277	0.630567	33425231	0.862768	0.17421
3278	0.630664	33430401	0.843622	0.301704
3279	0.630913	33443603	0.785707	0.197044
3280	0.630992	33447785	0.74737	0.118482
3281	0.631144	33455824	0.897524	0.404935
3282	0.631289	33463531	0.83206	0.293065
3283	0.63136	33467303	0.784845	0.160389
3284	0.63142	33470460	0.839754	0.289864
3285	0.631476	33473453	0.93245	0.0493481
3286	0.631531	33476344	0.83357	0.282096
3287	0.631966	33499394	0.882653	0.197691
3288	0.632047	33503715	0.753192	0.199255
3289	0.632163	33509864	0.733771	0.13035
3290	0.632205	33512093	0.789784	0.345047
3291	0.632514	33528449	0.857248	0.315336
3292	0.632538	33529719	0.75646	0.0660043
3293	0.632576	33531755	0.769475	0.125465
3294	0.632803	33543772	0.793967	0.102501
3295	0.632803	33543783	0.788473	0.161071
3296	0.633026	33555593	0.8284	0.0450615
3297	0.633126	33560892	0.81235	0.272132
3298	0.633153	33562330	0.719971	0.242635
3299	0.633196	33564639	0.800174	0.0377061
3300	0.633199	33564756	0.721035	0.265328
3301	0.633327	33571572	0.896748	0.080718
3302	0.633365	33573563	0.675752	0.17638
3303	0.633415	33576226	0.81689	0.1253
3304	0.633453	33578224	0.785589	0.151655
3305	0.633515	33581532	0.695118	0.204039
3306	0.633569	33584388	0.981037	0.239439
3307	0.633655	33588928	0.770648	0.0975859
3308	0.633722	33592489	1	0.191797
3309	0.633825	33597986	0.966308	0.289918
3310	0.633853	33599444	0.834205	0.16598
3311	0.633911	33602527	0.81696	0.284106
3312	0.633968	33605548	0.743642	0.221665
3313	0.634004	33607456	0.788107	0.263012
3314	0.634133	33614306	0.676528	0.266672
3315	0.634247	33620303	0.802876	0.365679
3316	0.634311	33623721	0.762332	0.333863
3317	0.634384	33627587	0.922615	0.131496
3318	0.634444	33630750	0.838185	0
3319	0.634529	33635259	0.543853	0.196975
3320	0.634577	33637820	0.934946	0.227529
3321	0.634777	33648410	0.849662	0.0996871
3322	0.634845	33652043	0.67207	0.308483
3323	0.634923	33656179	0.806873	0.108094
3324	0.635007	33660603	0.688913	0.0909731
3325	0.635049	33662832	0.746114	0.163026
3326	0.635188	33670210	0.801411	0.114988
3327	0.635276	33674863	0.833821	0.182438
3328	0.635343	33678423	0.732796	0.018575
3329	0.635376	33680165	0.831542	0.19567
3330	0.635436	33683359	0.800921	0.110606
3331	0.635573	33690636	0.821717	0.163623
3332	0.635772	33701143	0.959943	0.243065
3333	0.635841	33704802	0.621589	0.379383
3334	0.6359	33707977	0.516242	0.192719
3335	0.635948	33710481	0.918995	0.0922212
3336	0.635991	33712797	0.809233	0.142595
3337	0.635992	33712830	0.839389	0.144185
3338	0.636082	33717607	0.943839	0.0967485
3339	0.636177	33722633	0.810544	0.282272
3340	0.636226	33725233	0.778327	0.421159
3341	0.636293	33728809	0.85744	0.270885
3342	0.636467	33738019	0.732226	0.311762
3343	0.636587	33744359	0.874065	0.262002
3344	0.637132	33773254	0.960469	0.159967
3345	0.637195	33776602	0.822656	0.267931
3346	0.637247	33779338	0.86946	0.26664
3347	0.637261	33780113	0.744249	0.305856
3348	0.637293	33781775	0.684459	0.132542
3349	0.63765	33800733	0.763117	0.303367
3350	0.63798	33818208	0.737635	0.273309
3351	0.638088	33823928	0.967086	0.358916
3352	0.638379	33839352	0.768815	0.198735
3353	0.638832	33863392	0.798818	0.286462
3354	0.639109	33878034	0.711647	0.213008
3355	0.639447	33895981	0.785852	0.0071015
3356	0.639539	33900837	0.741191	0.0091084
3357	0.63958	33903028	0.787797	0.0597915
3358	0.639631	33905724	0.801602	0.222782
3359	0.639711	33909949	0.93826	0.423089
3360	0.639853	33917488	0.519358	0.2026
3361	0.639898	33919863	0.726829	0.144285
3362	0.639945	33922357	0.811777	0.339489
3363	0.639969	33923660	0.941923	0.244275
3364	0.640295	33940897	0.762931	0.416279
3365	0.640541	33953954	0.679784	0.273733
3366	0.640655	33960007	0.899444	0.099013
3367	0.640995	33978011	0.612092	0.145504
3368	0.641063	33981634	0.753753	0.165909
3369	0.641288	33993545	0.878982	0.0513434
3370	0.641352	33996934	0.797716	0.268827
3371	0.641453	34002305	0.793765	0.316211
3372	0.641486	34004065	0.731644	0
3373	0.641704	34015605	0.870845	0.152609
3374	0.641798	34020592	0.786719	0.144449
3375	0.641983	34030393	0.720881	0.132748
3376	0.642049	34033909	0.794365	0.378751
3377	0.642127	34038007	0.750649	0.231972
3378	0.642151	34039299	0.852608	0.36337
3379	0.642266	34045395	0.837232	0.170583
3380	0.642384	34051678	0.729445	0.0782797
3381	0.642465	34055960	0.970986	0.356151
3382	0.642497	34057648	0.726834	0.169026
3383	0.642584	34062280	0.860566	0.293981
3384	0.642633	34064834	0.78694	0.146885
3385	0.642676	34067107	0.89155	0.134687
3386	0.642711	34069011	0.726338	0.1964
3387	0.642858	34076784	0.728638	0.192817
3388	0.642898	34078913	0.825654	0.159387
3389	0.642933	34080782	0.854987	0.115687
3390	0.643089	34089051	0.724139	0.325758
3391	0.643228	34096409	0.626208	0.149783
3392	0.643312	34100833	0.746056	0.0349925
3393	0.643375	34104195	0.629056	0.0888264
3394	0.643472	34109330	0.880814	0.177585
3395	0.643574	34114730	0.793573	0.253904
3396	0.643639	34118165	0.936159	0.283517
3397	0.643742	34123665	0.76984	0.412779
3398	0.643845	34129081	0.770194	0.0465403
3399	0.643961	34135226	0.68185	0.326247
3400	0.644103	34142782	0.610027	0.191345
3401	0.644504	34164037	0.926692	0.176291
3402	0.644634	34170946	0.761337	0.212901
3403	0.644712	34175045	0.75917	0.149851
3404	0.644818	34180664	0.766501	0.15931
3405	0.644848	34182286	0.61216	0.141972
3406	0.645003	34190493	0.809074	0.134284
3407	0.645095	34195383	0.759049	0.113075
3408	0.645158	34198701	0.905475	0.315279
3409	0.645326	34207617	0.772848	0.12654
3410	0.645372	34210061	0.798772	0.320236
3411	0.645507	34217176	0.76881	0.269304
3412	0.645677	34226189	0.688592	0.0645883
3413	0.645824	34234009	0.794779	0.267062
3414	0.645891	34237554	0.713728	0.304654
3415	0.645921	34239155	0.672947	0.155213
3416	0.64608	34247582	0.703393	0.238819
3417	0.646106	34248940	0.80544	0.150799
3418	0.646121	34249733	0.738028	0.149248
3419	0.64621	34254467	0.992656	0.114326
3420	0.646487	34269129	0.867454	0.211025
3421	0.646574	34273775	0.709997	0.264238
3422	0.646753	34283248	0.831256	0.211701
3423	0.64682	34286818	0.665288	0.268957
3424	0.646853	34288528	0.870821	0.266819
3425	0.646943	34293312	0.675697	0.194987
3426	0.647034	34298155	1	0.132573
3427	0.647112	34302296	0.772084	0.258263
3428	0.647186	34306180	0.644682	0.146163
3429	0.647315	34313039	0.92114	0.29504
3430	0.647542	34325055	0.768511	0.169338
3431	0.647602	34328241	0.744482	0.322396
3432	0.64769	34332920	0.754655	0.323917
3433	0.647746	34335879	0.853581	0
3434	0.647869	34342433	0.657476	0.219009
3435	0.647901	34344129	0.804689	0.212968
3436	0.648006	34349661	0.92214	0.267461
3437	0.648077	34353425	0.797873	0.243089
3438	0.648078	34353487	0.783655	0.122473
3439	0.648168	34358239	0.801831	0.144492
3440	0.64861	34381683	0.537167	0.340806
3441	0.648675	34385141	0.664312	0.261504
3442	0.648731	34388112	0.697961	0.136306
3443	0.64876	34389649	0.518372	0.193316
3444	0.648882	34396083	0.682461	0.262668
3445	0.648885	34396283	0.693831	0.250865
3446	0.648938	34399082	0.586266	0.133813
3447	0.649028	34403822	0.836044	0.210661
3448	0.649058	34405446	0.908414	0.205341
3449	0.649237	34414929	0.921249	0.225653
3450	0.649459	34426691	0.710843	0
3451	0.649518	34429813	0.834346	0.152276
3452	0.649562	34432127	0.859722	0.356158
3453	0.649644	34436514	0.81126	0.164823
3454	0.649687	34438776	0.927372	0.00336607
3455	0.649721	34440602	0.568389	0.162235
3456	0.649809	34445222	0.847974	0.163023
3457	0.649973	34453946	0.921487	0.181368
3458	0.650006	34455676	0.651177	0.20086
3459	0.650278	34470110	0.736719	0.257754
3460	0.650485	34481085	0.789111	0.105743
3461	0.6509	34503069	0.772841	0.111854
3462	0.651003	34508511	0.859666	0.351372
3463	0.65104	34510492	0.835351	0.319062
3464	0.651106	34514000	0.648959	0.300091
3465	0.651158	34516749	0.783585	0.301814
3466	0.651291	34523785	0.975479	0.0165881
3467	0.651321	34525414	0.919979	0.147529
3468	0.651409	34530048	0.73372	0.235941
3469	0.651557	34537887	0.856691	0.229308
3470	0.651663	34543516	0.742739	0.0753016
3471	0.65176	34548677	0.894603	0.276936
3472	0.651854	34553651	0.633763	0.0464926
3473	0.651984	34560529	0.920286	0.326843
3474	0.652013	34562081	0.724446	0.292471
3475	0.652032	34563105	1	0.0177829
3476	0.652399	34582519	0.823548	0.248769
3477	0.652511	34588492	0.714353	0.146669
3478	0.652592	34592741	0.858835	0.180891
3479	0.652652	34595936	0.805131	0.0967961
3480	0.652678	34597326	0.887708	0.0189769
3481	0.652904	34609298	0.83344	0.0334088
3482	0.652953	34611877	0.556443	0.15214
3483	0.653002	34614500	0.825339	0.268937
3484	0.653099	34619653	0.865125	0.176367
3485	0.65319	34624476	0.870166	0.11093
3486	0.653249	34627589	0.844862	0.225603
3487	0.653382	34634630	0.753932	0.280129
3488	0.653607	34646560	0.774567	0.342087
3489	0.653627	34647636	0.851199	0.263296
3490	0.653639	34648253	0.769445	0.228505
3491	0.653706	34651802	0.719505	0.154531
3492	0.654015	34668215	0.689488	0.189861
3493	0.654072	34671215	0.697097	0.227418
3494	0.654126	34674079	0.692941	0.261944
3495	0.65433	34684901	0.781207	0.335043
3496	0.654391	34688103	0.892036	0.0835346
3497	0.65443	34690190	0.929726	0.235823
3498	0.654465	34692047	0.7603	0.132206
3499	0.654531	34695523	0.856375	0
3500	0.654565	34697327	0.751601	0.0833939
3501	0.654606	34699520	0.791754	0.167099
3502	0.654705	34704756	0.769875	0.360006
3503	0.654794	34709498	0.73331	0.18164
3504	0.654904	34715343	0.558357	0.0394583
3505	0.655013	34721095	0.6437	0.270444
3506	0.655122	34726885	0.999273	0.196078
3507	0.655168	34729307	0.994319	0.188524
3508	0.655223	34732233	0.96942	0.236116
3509	0.655249	34733602	0.853705	0.287984
3510	0.655317	34737216	0.761199	0.428081
3511	0.655376	34740326	0.780804	0.248103
3512	0.65545	34744242	0.966451	0.243398
3513	0.655472	34745443	0.730183	0.317962
3514	0.655503	34747053	0.891855	0.238502
3515	0.655554	34749793	0.93455	0.100208
3516	0.655607	34752578	0.838324	0.129495
3517	0.655719	34758517	0.989579	0.106193
3518	0.655785	34762028	0.63984	0.211198
3519	0.655843	34765084	0.805175	0.194759
3520	0.655861	34766047	0.809364	0.17835
3521	0.656025	34774734	0.715915	0.0339059
3522	0.656081	34777696	1	0.393472
3523	0.656177	34782823	0.82598	0.278368
3524	0.656235	34785866	0.656862	0.214143
3525	0.656406	34794918	0.947573	0.403199
3526	0.656462	34797909	0.947654	0.022659
3527	0.656502	34800046	0.833975	0.147428
3528	0.656555	34802856	0.841185	0.226551
3529	0.656669	34808892	0.805288	0.0953875
3530	0.656717	34811432	0.744245	0.162838
3531	0.656744	34812874	0.952535	0.0898963
3532	0.656835	34817684	0.803687	0.247048
3533	0.656976	34825145	0.879231	0.165793
3534	0.657026	34827793	0.991258	0.342309
3535	0.657068	34830032	0.788912	0.120935
3536	0.657153	34834513	0.975735	0.315459
3537	0.657226	34838381	0.74409	0.4531
3538	0.657314	34843071	0.829838	0.165473
3539	0.657373	34846173	0.957637	0.0578659
3540	0.6574	34847624	0.719046	0.397595
3541	0.657527	34854363	0.854158	0
3542	0.657599	34858166	0.733007	0.227557
3543	0.657645	34860629	0.831007	0.287572
3544	0.657751	34866240	0.690027	0.121156
3545	0.657817	34869742	0.890214	0.207118
3546	0.657822	34870020	0.79292	0.315492
3547	0.6579	34874128	0.769945	0.0247208
3548	0.65828	34894284	0.735134	0.0810261
3549	0.658367	34898885	0.667301	0.249024
3550	0.658407	34901020	0.808057	0.200157
3551	0.658568	34909545	0.897496	0.32522
3552	0.658736	34918431	0.849519	0.211457
3553	0.658799	34921790	0.974481	0.173199
3554	0.658856	34924807	0.719771	0.136803
3555	0.658886	34926421	0.689214	0
3556	0.658907	34927495	0.95366	0.158981
3557	0.658963	34930472	0.729075	0.0944279
3558	0.659004	34932651	0.861583	0.0957751
3559	0.659263	34946401	0.763736	0.0934514
3560	0.659331	34949979	0.755385	0.16703
3561	0.659398	34953562	0.915597	0.319733
3562	0.659432	34955361	0.856706	0.234289
3563	0.659598	34964135	0.82977	0.345806
3564	0.659666	34967736	0.847958	0.303286
3565	0.659718	34970523	0.865706	0.169361
3566	0.659755	34972440	0.791676	0.287962
3567	0.659805	34975104	0.763699	0.0917199
3568	0.659955	34983078	0.804912	0.206533
3569	0.660089	34990145	0.735386	0.00717781
3570	0.66017	34994449	0.808399	0.416259
3571	0.660216	34996885	0.754496	0.34366
3572	0.660338	35003379	0.816828	0.394563
3573	0.660407	35007026	0.659469	0.00979371
3574	0.660545	35014310	0.740681	0.206281
3575	0.660587	35016564	0.83869	0.227316
3576	0.660774	35026474	0.830595	0.168516
3577	0.660819	35028889	0.738744	0.117987
3578	0.661059	35041595	0.77711	0.227909
3579	0.661168	35047378	0.866679	0.237716
3580	0.661195	35048812	0.801816	0.217603
3581	0.6613	35054352	0.625286	0.25066
3582	0.661402	35059786	0.85963	0
3583	0.66143	35061273	0.958608	0.0370333
3584	0.661534	35066772	0.799843	0.173758
3585	0.661938	35088167	0.66915	0.213227
3586	0.662046	35093917	0.748146	0.344823
3587	0.662124	35098034	0.98519	0.124551
3588	0.662194	35101771	0.831393	0.210082
3589	0.662253	35104901	0.689437	0.371669
3590	0.662387	35111966	0.789252	0.247642
3591	0.6626	35123246	0.779976	0.198489
3592	0.662721	35129704	0.864034	0.106312
3593	0.662765	35132002	0.738229	0.276024
3594	0.663005	35144711	0.935031	0.195952
3595	0.663019	35145457	0.81458	0.145443
3596	0.663319	35161394	0.83235	0.20694
